ticker,display_name,joined_on,left_on,delisted_or_removed,cik,cik_source,cik_note
PRGO,,2011-12-19,2021-09-20,True,0001585364,anchors,今日對照·已核實
PRU,Prudential Financial,2002-07-22,,False,0001137774,anchors,今日對照
PSA,Public Storage,2005-08-19,,False,0001393311,anchors,今日對照
PSFT,,1998-10-02,2004-12-29,True,,,no display_name recorded; ticker not in anchors nor current map
PSKY,Paramount Skydance Corporation,2025-08-08,,False,0002041610,anchors,今日對照
PSX,Phillips 66,2012-05-01,,False,0001534701,anchors,今日對照
PTC,PTC Inc.,1997-04-03,,False,0000857005,anchors,今日對照
PTV,,1999-11-05,2010-11-17,True,,,no display_name recorded; ticker not in anchors nor current map
PVH,,2013-02-14,2022-09-19,True,0000078239,anchors,今日對照·已核實
PVN,,1996-01-02,2005-10-03,True,,,no display_name recorded; ticker not in anchors nor current map
PVT,,1998-08-31,1999-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
PWER,,2000-10-23,2005-03-14,True,,,no display_name recorded; ticker not in anchors nor current map
PWJ,,1999-06-04,2000-11-06,True,,,no display_name recorded; ticker not in anchors nor current map
PWR,Quanta Services,2009-07-01,,False,0001050915,anchors,今日對照
PX,,1996-01-02,2018-10-31,True,,,no display_name recorded; ticker not in anchors nor current map
PXD,,2008-09-24,2024-05-08,True,0001038357,edgar_full_text_search,"全文檢索:成分期 2008-09-24~2024-05-08 內 100/100 份 10-K/10-Q 印有代號 PXD,全屬 0001038357(PIONEER NATURAL RESOURCES CO);該 CIK 申報期 1997-05-13~2024-06-20 覆蓋成分期"
PYPL,PayPal,2015-07-20,,False,0001633917,anchors,今日對照
PZE,,1996-01-02,1998-12-31,True,,,no display_name recorded; ticker not in anchors nor current map
Q,Qnity Electronics,2000-07-06,,False,0002058873,anchors,今日對照
QCOM,Qualcomm,1999-07-22,,False,0000804328,anchors,今日對照
QEP,,2010-07-01,2015-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
QLGC,,2000-12-12,2011-01-18,True,0000918386,edgar_full_text_search,"全文檢索:成分期 2000-12-12~2011-01-18 內 21/21 份 10-K/10-Q 印有代號 QLGC,全屬 0000918386(QLOGIC CORP);該 CIK 申報期 1996-06-17~2017-02-13 覆蓋成分期"
QRVO,,2015-06-12,2024-12-23,True,0001604778,anchors,今日對照·已核實
QTRN,,1999-11-16,2003-09-26,True,,,no display_name recorded; ticker not in anchors nor current map
R,,1996-01-02,2017-06-19,True,0000085961,anchors,今日對照·已核實
RAD,,1996-01-02,2000-07-27,True,,,no display_name recorded; ticker not in anchors nor current map
RAI,,2002-09-04,2017-07-25,True,0001275283,edgar_full_text_search,"全文檢索:成分期 2002-09-04~2017-07-25 內 79/100 份 10-K/10-Q 印有代號 RAI,全屬 0001275283(REYNOLDS AMERICAN INC);該 CIK 申報期 2004-01-16~2026-08-11 覆蓋成分期"
RAL,,1996-01-02,2001-12-13,True,,,no display_name recorded; ticker not in anchors nor current map
RATL,,2002-02-01,2003-02-21,True,,,no display_name recorded; ticker not in anchors nor current map
RBD,,1996-01-02,1999-03-25,True,,,no display_name recorded; ticker not in anchors nor current map
RBK,,1996-01-02,2006-02-01,True,,,no display_name recorded; ticker not in anchors nor current map
RCL,Royal Caribbean Group,2014-12-05,,False,0000884887,anchors,今日對照
RDC,,1996-01-02,2014-08-19,True,,,no display_name recorded; ticker not in anchors nor current map
RDDT,Reddit,2026-08-18,,False,0001713445,anchors,今日對照
RDS.A,,1996-01-02,2002-07-22,True,,,no display_name recorded; ticker not in anchors nor current map
RE,,2017-06-19,2023-07-10,True,,,no display_name recorded; ticker not in anchors nor current map
REG,Regency Centers,2017-03-02,,False,0000910606,anchors,今日對照
REGN,Regeneron Pharmaceuticals,2013-05-01,,False,0000872589,anchors,今日對照
RF,Regions Financial Corporation,1998-08-28,,False,0001281761,anchors,今日對照
RHI,,2000-12-05,2024-06-24,True,0000315213,anchors,今日對照·已核實
RHT,,2009-07-27,2019-07-15,True,0001087423,edgar_full_text_search,"全文檢索:成分期 2009-07-27~2019-07-15 內 44/53 份 10-K/10-Q 印有代號 RHT,全屬 0001087423(RED HAT INC);該 CIK 申報期 1999-06-04~2019-07-19 覆蓋成分期"
RIG,,1999-12-31,2017-07-26,True,0001451505,anchors,今日對照·已核實
RJF,Raymond James Financial,2017-03-20,,False,0000720005,anchors,今日對照
RL,Ralph Lauren Corporation,2007-02-02,,False,0001037038,anchors,今日對照
RLM,,1996-01-02,2000-05-04,True,,,no display_name recorded; ticker not in anchors nor current map
RMD,ResMed|,2017-07-26,,False,0000943819,anchors,今日對照
RML,,1996-01-02,2000-12-12,True,,,no display_name recorded; ticker not in anchors nor current map
RNB,,1996-01-02,2000-01-03,True,,,no display_name recorded; ticker not in anchors nor current map
ROH,,1996-01-02,2009-04-02,True,,,no display_name recorded; ticker not in anchors nor current map
ROK,Rockwell Automation,1996-01-02,,False,0001024478,anchors,今日對照
ROL,"Rollins, Inc.",2018-10-01,,False,0000084839,anchors,今日對照
ROP,Roper Technologies,2009-12-23,,False,0000882835,anchors,今日對照
ROST,Ross Stores,2009-12-21,,False,0000745732,anchors,今日對照
RRC,,2007-12-21,2018-06-18,True,0000315852,anchors,今日對照·已核實
RRD,,1996-01-02,2012-12-12,True,,,no display_name recorded; ticker not in anchors nor current map
RSG,Republic Services,2008-12-05,,False,0001060391,anchors,今日對照
RSHCQ,,1996-01-02,2011-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
RTN,,1996-01-02,2020-04-06,True,0001047122,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2020-04-06 內 94/100 份 10-K/10-Q 印有代號 RTN,全屬 0001047122(RAYTHEON CO/);該 CIK 申報期 1997-10-06~2020-04-13 覆蓋成分期"
RTX,RTX Corporation,2020-04-03,,False,0000101829,anchors,今日對照
RVTY,Revvity,2023-05-16,,False,0000031791,anchors,今日對照
RX,,1996-11-04,2010-02-26,True,,,no display_name recorded; ticker not in anchors nor current map
RYAN,,1996-01-02,1997-01-02,True,,,no display_name recorded; ticker not in anchors nor current map
RYC,,1996-01-02,1999-08-13,True,,,no display_name recorded; ticker not in anchors nor current map
RYI,,1996-01-02,1998-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
S,,1996-01-02,2013-07-09,True,,,no display_name recorded; ticker not in anchors nor current map
SAF,,1996-01-02,2008-09-23,True,,,no display_name recorded; ticker not in anchors nor current map
SAI,,1997-07-17,1999-01-04,True,,,no display_name recorded; ticker not in anchors nor current map
SANM,,2000-06-21,2007-07-02,True,,,no display_name recorded; ticker not in anchors nor current map
SAPE,,2000-05-05,2002-05-13,True,,,no display_name recorded; ticker not in anchors nor current map
SATS,,2026-03-23,2026-06-24,True,,,no display_name recorded; ticker not in anchors nor current map
SB,,1996-01-02,1997-11-28,True,,,no display_name recorded; ticker not in anchors nor current map
SBAC,SBA Communications,2017-09-01,,False,0001034054,anchors,今日對照
SBL,,2000-12-11,2007-01-10,True,,,no display_name recorded; ticker not in anchors nor current map
SBNY,,2021-12-20,2023-03-15,True,0001288784,anchors,人手辨明
SBUX,Starbucks,2000-06-08,,False,0000829224,anchors,今日對照
SCG,,2009-01-02,2019-01-02,True,0000754737,anchors,人手辨明
SCHW,Charles Schwab Corporation,1997-06-02,,False,0000316709,anchors,今日對照
SCI,,1996-01-02,2000-03-16,True,,,no display_name recorded; ticker not in anchors nor current map
SDS,,2002-07-22,2005-08-12,True,,,no display_name recorded; ticker not in anchors nor current map
SE,,2007-01-03,2017-02-27,True,0001373835,anchors,人手辨明
SEBL,,2000-05-05,2006-02-01,True,,,no display_name recorded; ticker not in anchors nor current map
SEDG,,2021-12-20,2023-12-18,True,0001419612,anchors,今日對照·已核實
SEE,,1998-04-01,2023-12-18,True,,,no display_name recorded; ticker not in anchors nor current map
SEG,,1996-08-16,2000-11-22,True,,,no display_name recorded; ticker not in anchors nor current map
SFA,,1996-01-02,2006-02-27,True,,,no display_name recorded; ticker not in anchors nor current map
SFS,,1996-01-02,1997-07-28,True,,,no display_name recorded; ticker not in anchors nor current map
SGID,,1996-01-02,2000-06-21,True,,,no display_name recorded; ticker not in anchors nor current map
SGP,,1996-01-02,2009-11-04,True,,,no display_name recorded; ticker not in anchors nor current map
SHLD,,2005-03-28,2012-09-05,True,,,no display_name recorded; ticker not in anchors nor current map
SHN,,1996-01-02,1997-01-02,True,,,no display_name recorded; ticker not in anchors nor current map
SHW,Sherwin-Williams,1996-01-02,,False,0000089800,anchors,今日對照
SIAL,,1996-01-02,2015-11-18,True,0000090185,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2015-11-18 內 100/100 份 10-K/10-Q 印有代號 SIAL,全屬 0000090185(SIGMA ALDRICH CORP);該 CIK 申報期 1994-02-08~2016-02-02 覆蓋成分期"
SIG,,2015-07-29,2018-03-19,True,0000832988,anchors,今日對照·已核實
SII,,2006-10-02,2010-08-27,True,,,no display_name recorded; ticker not in anchors nor current map
SIVB,,2018-03-19,2023-03-15,True,0000719739,edgar_full_text_search,"全文檢索:成分期 2018-03-19~2023-03-15 內 93/100 份 10-K/10-Q 印有代號 SIVB,全屬 0000719739(SVB FINANCIAL GROUP);該 CIK 申報期 1995-02-14~2025-11-10 覆蓋成分期"
SJM,J.M. Smucker Company (The),2008-11-06,,False,0000091419,anchors,今日對照
SK,,1996-01-02,1998-04-01,True,,,no display_name recorded; ticker not in anchors nor current map
SLB,Schlumberger,1996-01-02,,False,0000087347,anchors,今日對照
SLG,,2015-03-23,2021-03-22,True,0001040971,anchors,今日對照·已核實
SLM,,1998-07-01,2014-05-01,True,0001032033,submissions_window_overlap,候選 CIK 0001032033(SLM Corp);申報期 1997-02-05~2026-08-14;成分期 1998-07-01~2014-05-01;曾用名:USA EDUCATION INC; SLM HOLDING CORP
SLR,,1998-12-31,2007-10-02,True,,,no display_name recorded; ticker not in anchors nor current map
SMCI,Supermicro,2024-03-18,,False,0001375365,anchors,今日對照
SMI,,1996-01-02,2000-12-12,True,,,no display_name recorded; ticker not in anchors nor current map
SMS,,1996-01-02,2000-06-08,True,,,no display_name recorded; ticker not in anchors nor current map
SNA,Snap-on,1996-01-02,,False,0000091440,anchors,今日對照
SNDK,Sandisk,2006-04-20,,False,0001000180,anchors,代號回收·改錨
SNI,,2008-07-01,2018-03-07,True,0001430602,edgar_full_text_search,"全文檢索:成分期 2008-07-01~2018-03-07 內 72/100 份 10-K/10-Q 印有代號 SNI,全屬 0001430602(Scripps Networks Interactive, Inc.);該 CIK 申報期 2008-03-26~2025-02-27 覆蓋成分期"
SNPS,Synopsys,2017-03-16,,False,0000883241,anchors,今日對照
SNT,,1996-01-02,1999-10-26,True,,,no display_name recorded; ticker not in anchors nor current map
SNV,,1997-12-01,2008-01-02,True,,,no display_name recorded; ticker not in anchors nor current map
SO,Southern Company,1996-01-02,,False,0000092122,anchors,今日對照
SOLS,,2025-10-30,2025-12-22,True,0002064953,anchors,今日對照·已核實
SOLV,Solventum,2024-04-01,,False,0001964738,anchors,今日對照
SOTR,,1999-03-01,2004-11-01,True,,,no display_name recorded; ticker not in anchors nor current map
SOV,,2004-07-01,2009-01-30,True,,,no display_name recorded; ticker not in anchors nor current map
SPG,Simon Property Group,2002-06-26,,False,0001063761,anchors,今日對照
SPGI,S&P Global,1996-01-02,,False,0000064040,anchors,今日對照
SPLS,,1998-10-07,2017-09-13,True,0000791519,anchors,人手辨明
SRCL,,2008-11-19,2018-12-03,True,0000861878,edgar_full_text_search,"全文檢索:成分期 2008-11-19~2018-12-03 內 99/100 份 10-K/10-Q 印有代號 SRCL,全屬 0000861878(STERICYCLE INC);該 CIK 申報期 1996-06-11~2025-05-14 覆蓋成分期"
SRE,Sempra,1998-06-29,,False,0001032208,anchors,今日對照
SRR,,1996-01-02,1997-10-07,True,,,no display_name recorded; ticker not in anchors nor current map
SSP,,2005-12-20,2008-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
STE,Steris,2019-12-23,,False,0001757898,anchors,今日對照
STI,,1996-01-02,2019-12-09,True,0000750556,anchors,人手辨明
STJ,,1996-01-02,2017-01-05,True,,,no display_name recorded; ticker not in anchors nor current map
STLD,Steel Dynamics,2022-12-22,,False,0001022671,anchors,今日對照
STO,,1996-01-02,1998-11-18,True,,,no display_name recorded; ticker not in anchors nor current map
STR,,2006-12-01,2010-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
STT,State Street Corporation,1997-08-18,,False,0000093751,anchors,今日對照
STX,Seagate Technology,2012-07-02,,False,0001137789,anchors,今日對照
STZ,Constellation Brands,2005-07-05,,False,0000016918,anchors,今日對照
SUB,,1998-01-28,2001-03-01,True,,,no display_name recorded; ticker not in anchors nor current map
SUN,,1996-01-02,2012-10-05,True,0001552275,submissions_window_overlap,候選 CIK 0001552275(Sunoco LP);申報期 2012-06-22~2026-08-10;成分期 1996-01-02~2012-10-05;曾用名:Susser Petroleum Partners LP
SUNEQ,,2007-05-31,2011-12-19,True,,,no display_name recorded; ticker not in anchors nor current map
SVU,,1996-01-02,2012-05-01,True,0000095521,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2012-05-01 內 39/64 份 10-K/10-Q 印有代號 SVU,全屬 0000095521(SUPERVALU INC);該 CIK 申報期 1994-01-18~2018-11-06 覆蓋成分期"
SW,Smurfit Westrock,2024-07-08,,False,0002005951,anchors,今日對照
SWK,Stanley Black & Decker,1996-01-02,,False,0000093556,anchors,今日對照
SWKS,Skyworks Solutions,2015-03-12,,False,0000004127,anchors,今日對照
SWN,,2008-06-06,2017-04-04,True,0000007332,edgar_full_text_search,"全文檢索:成分期 2008-06-06~2017-04-04 內 84/102 份 10-K/10-Q 印有代號 SWN,全屬 0000007332(SOUTHWESTERN ENERGY CO);該 CIK 申報期 1994-01-18~2024-10-11 覆蓋成分期"
SWY,,1998-11-13,2015-01-27,True,0000086144,edgar_full_text_search,"全文檢索:成分期 1998-11-13~2015-01-27 內 98/100 份 10-K/10-Q 印有代號 SWY,全屬 0000086144(SAFEWAY INC);該 CIK 申報期 1994-02-14~2017-06-29 覆蓋成分期"
SXCL,,1999-10-01,2001-05-14,True,,,no display_name recorded; ticker not in anchors nor current map
SYF,Synchrony Financial,2015-11-18,,False,0001601712,anchors,今日對照
SYK,Stryker Corporation,2000-12-12,,False,0000310764,anchors,今日對照
SYMC,,2003-03-31,2019-11-05,True,0000849399,edgar_full_text_search,"全文檢索:成分期 2003-03-31~2019-11-05 內 86/98 份 10-K/10-Q 印有代號 SYMC,全屬 0000849399(Gen Digital Inc.);該 CIK 申報期 1995-01-30~2026-08-28 覆蓋成分期"
SYY,Sysco,1996-01-02,,False,0000096021,anchors,今日對照
T,AT&T,1996-01-02,,False,0000732717,anchors,今日對照
TA,,1996-01-02,1999-07-22,True,,,no display_name recorded; ticker not in anchors nor current map
TAP,Molson Coors Beverage Company,1996-01-02,,False,0000024545,anchors,今日對照
TCOMA,,1996-01-02,1999-03-10,True,,,no display_name recorded; ticker not in anchors nor current map
TDC,,2007-10-01,2017-06-19,True,0000816761,anchors,同一實體改名·非回收
TDG,TransDigm Group,2016-06-03,,False,0001260221,anchors,今日對照
TDM,,1996-01-02,1997-09-02,True,,,no display_name recorded; ticker not in anchors nor current map
TDY,Teledyne Technologies,2020-06-22,,False,0001094285,anchors,今日對照
TE,,2001-10-10,2016-07-01,True,0000350563,anchors,人手辨明
TECH,Bio-Techne,2021-08-30,,False,0000842023,anchors,今日對照
TEG,,2007-02-22,2015-06-30,True,,,no display_name recorded; ticker not in anchors nor current map
TEK,,1996-01-02,2007-11-16,True,,,no display_name recorded; ticker not in anchors nor current map
TEL,TE Connectivity,2007-07-02,,False,0001385157,anchors,今日對照
TEN,,1996-01-02,1999-11-05,True,,,no display_name recorded; ticker not in anchors nor current map
TER,Teradyne,1999-11-15,,False,0000097210,anchors,今日對照
TEX,,2006-12-20,2008-11-06,True,,,no display_name recorded; ticker not in anchors nor current map
TFC,Truist Financial,2019-12-09,,False,0000092230,anchors,今日對照
TFX,,2019-01-18,2025-03-24,True,0000096943,anchors,今日對照·已核實
TGNA,,1996-01-02,2017-06-02,True,0000039899,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2017-06-02 內 76/78 份 10-K/10-Q 印有代號 TGNA,全屬 0000039899(TEGNA INC);該 CIK 申報期 1994-02-10~2026-04-09 覆蓋成分期"
TGT,Target Corporation,1996-01-02,,False,0000027419,anchors,今日對照
THC,,1996-01-02,2016-04-18,True,0000070318,anchors,今日對照·已核實
THY,,1996-01-02,1996-10-16,True,,,no display_name recorded; ticker not in anchors nor current map
TIE,,2007-10-29,2012-12-24,True,,,no display_name recorded; ticker not in anchors nor current map
TIF,,2000-06-21,2021-01-07,True,,,no display_name recorded; ticker not in anchors nor current map
TIN,,1996-01-02,2007-12-31,True,,,no display_name recorded; ticker not in anchors nor current map
TJX,TJX Companies,1996-01-02,,False,0000109198,anchors,今日對照
TKO,TKO Group Holdings,2025-03-24,,False,0001973266,anchors,今日對照
TKR,,1996-01-02,2001-08-07,True,,,no display_name recorded; ticker not in anchors nor current map
TLAB,,1996-01-02,2011-12-21,True,0000317771,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2011-12-21 內 27/28 份 10-K/10-Q 印有代號 TLAB,全屬 0000317771(TELLABS INC);該 CIK 申報期 1994-02-11~2013-12-13 覆蓋成分期"
TMC,,1996-01-02,2000-06-13,True,,,no display_name recorded; ticker not in anchors nor current map
TMC.A,,1996-01-02,2000-06-13,True,,,no display_name recorded; ticker not in anchors nor current map
TMK,,1996-01-02,2019-08-08,True,,,no display_name recorded; ticker not in anchors nor current map
TMO,Thermo Fisher Scientific,1997-01-02,,False,0000097745,anchors,今日對照
TMUS,T-Mobile US,2009-06-30,,False,0001283699,anchors,今日對照
TNB,,1996-01-02,2004-08-03,True,,,no display_name recorded; ticker not in anchors nor current map
TOS,,1999-09-20,2001-09-17,True,,,no display_name recorded; ticker not in anchors nor current map
TOY,,1996-01-02,2005-07-22,True,,,no display_name recorded; ticker not in anchors nor current map
TPL,Texas Pacific Land Corporation,2024-11-26,,False,0001811074,anchors,今日對照
TPR,"Tapestry, Inc.",2004-09-01,,False,0001116132,anchors,今日對照
TRB,,1996-01-02,2007-12-21,True,,,no display_name recorded; ticker not in anchors nor current map
TRGP,Targa Resources,2022-10-12,,False,0001389170,anchors,今日對照
TRIP,,2011-12-21,2019-12-23,True,0001526520,anchors,今日對照·已核實
TRMB,Trimble Inc.,2021-01-21,,False,0000864749,anchors,今日對照
TROW,T. Rowe Price,1999-10-13,,False,0001113169,anchors,今日對照
TRV,Travelers Companies (The),1996-01-02,,False,0000086312,anchors,今日對照
TRW,,1996-01-02,2002-12-12,True,,,no display_name recorded; ticker not in anchors nor current map
TSCO,Tractor Supply,2014-01-24,,False,0000916365,anchors,今日對照
TSG,,2000-03-16,2007-04-02,True,,,no display_name recorded; ticker not in anchors nor current map
TSLA,"Tesla, Inc.",2020-12-21,,False,0001318605,anchors,今日對照
TSN,Tyson Foods,2005-08-11,,False,0000100493,anchors,今日對照
TSS,,2008-01-02,2019-09-23,True,,,no display_name recorded; ticker not in anchors nor current map
TT,Trane Technologies,2002-05-13,,False,0001466258,anchors,今日對照
TTD,Trade Desk (The),2025-07-18,,False,0001671933,anchors,今日對照
TTWO,Take-Two Interactive,2018-03-19,,False,0000946581,anchors,今日對照
TUP,,1996-05-31,2004-03-25,True,,,no display_name recorded; ticker not in anchors nor current map
TWC,,2009-03-30,2016-05-18,True,,,no display_name recorded; ticker not in anchors nor current map
TWTR,,2018-06-07,2022-11-01,True,0001418091,edgar_full_text_search,"全文檢索:成分期 2018-06-07~2022-11-01 內 35/40 份 10-K/10-Q 印有代號 TWTR,全屬 0001418091(TWITTER, INC.);該 CIK 申報期 2007-11-30~2022-12-02 覆蓋成分期"
TWX,,1996-01-02,2018-06-15,True,0000736157,anchors,人手辨明
TX,,1996-01-02,2001-10-10,True,,,no display_name recorded; ticker not in anchors nor current map
TXN,Texas Instruments,1996-01-02,,False,0000097476,anchors,今日對照
TXT,Textron,1996-01-02,,False,0000217346,anchors,今日對照
TXU,,1996-01-02,2007-10-10,True,,,no display_name recorded; ticker not in anchors nor current map
TYL,Tyler Technologies,2020-06-22,,False,0000860731,anchors,今日對照
UA,,2016-04-08,2022-06-21,True,0001336917,submissions_window_overlap,"候選 CIK 0001336917(Under Armour, Inc.);申報期 2005-08-26~2026-08-31;成分期 2016-04-08~2022-06-21"
UAA,,2014-05-01,2022-06-21,True,0001336917,anchors,今日對照·已核實
UAL,United Airlines Holdings,2015-09-03,,False,0000100517,anchors,今日對照
UAWGQ,,1996-01-02,2002-05-15,True,,,no display_name recorded; ticker not in anchors nor current map
UBER,Uber,2023-12-18,,False,0001543151,anchors,今日對照
UCC,,1996-01-02,1999-05-03,True,,,no display_name recorded; ticker not in anchors nor current map
UCL,,1996-01-02,2005-08-11,True,,,no display_name recorded; ticker not in anchors nor current map
UCM,,1996-01-02,2000-10-23,True,,,no display_name recorded; ticker not in anchors nor current map
UDR,"UDR, Inc.",2016-03-07,,False,0000074208,anchors,今日對照
UHS,Universal Health Services,2014-09-22,,False,0000352915,anchors,今日對照
UIS,,1996-01-02,2008-11-11,True,,,no display_name recorded; ticker not in anchors nor current map
UK,,1996-01-02,2001-02-07,True,,,no display_name recorded; ticker not in anchors nor current map
ULTA,Ulta Beauty,2016-04-18,,False,0001403568,anchors,今日對照
UMG,,1996-01-02,2000-06-15,True,,,no display_name recorded; ticker not in anchors nor current map
UN,,1996-01-02,2002-07-22,True,,,no display_name recorded; ticker not in anchors nor current map
UNH,UnitedHealth Group,1996-01-02,,False,0000731766,anchors,今日對照
UNM,,1996-01-02,2021-09-20,True,0000005513,anchors,今日對照·已核實
UNP,Union Pacific Corporation,1996-01-02,,False,0000100885,anchors,今日對照
UPC,,1998-10-01,2004-07-01,True,,,no display_name recorded; ticker not in anchors nor current map
UPR,,1996-10-16,2000-07-17,True,,,no display_name recorded; ticker not in anchors nor current map
UPS,United Parcel Service,2002-07-22,,False,0001090727,anchors,今日對照
URBN,,2010-02-08,2017-03-20,True,0000912615,anchors,今日對照·已核實
URI,United Rentals,2014-09-22,,False,0001067701,anchors,今日對照
USB,U.S. Bancorp,1996-01-02,,False,0000036104,anchors,今日對照
USBC,,1996-01-02,1997-08-04,True,,,no display_name recorded; ticker not in anchors nor current map
USH,,1996-01-02,1997-06-18,True,,,no display_name recorded; ticker not in anchors nor current map
USHC,,1996-01-02,1996-07-19,True,,,no display_name recorded; ticker not in anchors nor current map
USS,,1996-01-02,1998-10-02,True,,,no display_name recorded; ticker not in anchors nor current map
UST,,1996-01-02,2009-01-06,True,,,no display_name recorded; ticker not in anchors nor current map
USW,,1996-01-02,2000-07-03,True,,,no display_name recorded; ticker not in anchors nor current map
UTX,,1996-01-02,2020-04-03,True,0000101829,edgar_full_text_search,"全文檢索:成分期 1996-01-02~2020-04-03 內 71/100 份 10-K/10-Q 印有代號 UTX,全屬 0000101829(RTX Corp);該 CIK 申報期 1994-01-24~2026-08-19 覆蓋成分期"
UVN,,2001-02-07,2007-03-29,True,,,no display_name recorded; ticker not in anchors nor current map
V,Visa Inc.,2009-12-21,,False,0001403161,anchors,今日對照
VAR,,2007-02-12,2021-04-20,True,,,no display_name recorded; ticker not in anchors nor current map
VAT,,1996-01-02,1996-09-06,True,,,no display_name recorded; ticker not in anchors nor current map
VEEV,Veeva Systems,2026-05-07,,False,0001393052,anchors,今日對照
VFC,,1996-01-02,2024-04-01,True,0000103379,anchors,今日對照·已核實
VIAB,,2006-01-03,2019-12-05,True,0001339947,edgar_full_text_search,"全文檢索:成分期 2006-01-03~2019-12-05 內 10/13 份 10-K/10-Q 印有代號 VIAB,全屬 0001339947(Viacom Inc.);該 CIK 申報期 2005-10-05~2019-12-16 覆蓋成分期"
VIAC,,2019-12-05,2022-02-17,True,,,no display_name recorded; ticker not in anchors nor current map
VIAV,,2000-07-27,2013-12-23,True,0000912093,submissions_window_overlap,候選 CIK 0000912093(VIAVI SOLUTIONS INC.);申報期 1996-01-30~2026-08-31;成分期 2000-07-27~2013-12-23;曾用名:JDS UNIPHASE CORP /CA/; UNIPHASE CORP /CA/
VICI,Vici Properties,2022-06-08,,False,0001705696,anchors,今日對照
VLO,Valero Energy,2004-04-29,,False,0001035002,anchors,今日對照
VLTO,Veralto,2023-10-02,,False,0001967680,anchors,今日對照
VMC,Vulcan Materials Company,1999-07-01,,False,0001396009,anchors,今日對照
VMRK,Vivmark Residential,2001-12-03,,False,0000906107,anchors,今日對照
VNO,,2005-08-12,2023-01-04,True,0000899689,anchors,今日對照·已核實
VNT,,2020-10-12,2021-03-22,True,0001786842,anchors,今日對照·已核實
VO,,1996-01-02,2000-12-11,True,,,no display_name recorded; ticker not in anchors nor current map
VRSK,Verisk Analytics,2015-10-08,,False,0001442145,anchors,今日對照
VRSN,Verisign,2006-02-01,,False,0001014473,anchors,今日對照
VRT,Vertiv,2026-03-23,,False,0001674101,anchors,今日對照
VRTS,,2000-04-03,2005-07-05,True,,,no display_name recorded; ticker not in anchors nor current map
VRTX,Vertex Pharmaceuticals,2013-09-23,,False,0000875320,anchors,今日對照
VST,Vistra Corp.,2024-05-08,,False,0001692819,anchors,今日對照
VSTNQ,,2000-06-29,2006-01-03,True,,,no display_name recorded; ticker not in anchors nor current map
VTR,Ventas,2009-03-04,,False,0000740260,anchors,今日對照
VTRS,Viatris,2020-11-17,,False,0001792044,anchors,今日對照
VTSS,,2000-12-12,2002-08-21,True,,,no display_name recorded; ticker not in anchors nor current map
VZ,Verizon,1996-01-02,,False,0000732712,anchors,今日對照
WAB,Wabtec,2019-02-27,,False,0000943452,anchors,今日對照
WAI,,1996-01-02,1998-08-11,True,,,no display_name recorded; ticker not in anchors nor current map
WAMUQ,,1997-07-02,2008-09-30,True,,,no display_name recorded; ticker not in anchors nor current map
WAT,Waters Corporation,2002-01-02,,False,0001000697,anchors,今日對照
WB,,1996-01-02,2009-01-02,True,,,no display_name recorded; ticker not in anchors nor current map
WBA,,1996-01-02,2025-08-28,True,,,no display_name recorded; ticker not in anchors nor current map
WBD,Warner Bros. Discovery,2022-04-11,,False,0001437107,anchors,今日對照
WCG,,2018-09-17,2020-01-28,True,0001279363,edgar_full_text_search,"全文檢索:成分期 2018-09-17~2020-01-28 內 27/37 份 10-K/10-Q 印有代號 WCG,全屬 0001279363(WELLCARE HEALTH PLANS, INC.);該 CIK 申報期 2004-02-13~2020-02-14 覆蓋成分期"
WCOEQ,,1996-04-01,2002-05-15,True,,,no display_name recorded; ticker not in anchors nor current map
WDAY,"Workday, Inc.",2024-12-23,,False,0001327811,anchors,今日對照
WDC,Western Digital,2009-07-01,,False,0000106040,anchors,今日對照
WEC,WEC Energy Group,2008-10-31,,False,0000783325,anchors,今日對照
WELL,Welltower,2009-01-30,,False,0000766704,anchors,今日對照
WEN,,1996-01-02,2008-09-30,True,,,no display_name recorded; ticker not in anchors nor current map
WFC,Wells Fargo,1996-01-02,,False,0000072971,anchors,今日對照
WFM,,2006-01-03,2017-08-28,True,0000865436,edgar_full_text_search,"全文檢索:成分期 2006-01-03~2017-08-28 內 71/100 份 10-K/10-Q 印有代號 WFM,全屬 0000865436(WHOLE FOODS MARKET INC);該 CIK 申報期 1994-02-14~2017-11-17 覆蓋成分期"
WFT,,2005-07-22,2009-02-26,True,,,no display_name recorded; ticker not in anchors nor current map
WHR,,1996-01-02,2024-03-18,True,0000106640,anchors,今日對照·已核實
WIN,,2006-07-18,2015-04-07,True,,,no display_name recorded; ticker not in anchors nor current map
WLA,,1996-01-02,2000-06-20,True,,,no display_name recorded; ticker not in anchors nor current map
WLL,,1996-01-02,2002-02-11,True,,,no display_name recorded; ticker not in anchors nor current map
